titulo,precio,ubicacion,dorm,ban,sup
b'Venta departame',U$S 155.000, Nueva Córdoba ,2,2,sin datos
b'VENDO DUPLEX PR',U$S 99.000, Prados de Manantiales ,3,2,125
b'DUPLEX AMOBLADO',U$S 89.000, Lomas del Chateau  ,2,2,12
b'HERMOSA PROPIED',U$S 90.000, Centro ,3,1,sin datos
b'Terraforte I pi',U$S 51.500,sin ubicacion,1,1,sin datos
b'Venta departame',U$S 78.000, Nueva Córdoba ,1,1,sin datos
b'departamento cu',U$S 250.000, Nueva Córdoba ,4,4,sin datos
b'DEPARTAMENTO CO',U$S 48.000, General Paz ,1,1,sin datos
b'VENDO 1 DORMITO',U$S 49.000, Observatorio ,1,1,sin datos
b'Mediland Villag',U$S 170.000, Urca ,2,2,90
b'TRIPLEX EN VENT',U$S 85.000, Nueva Córdoba ,1,1,sin datos
b'Departamento en',U$S 55.000, General Paz ,1,1,sin datos
b'Timb\xc3\xb3 MDZ- Pre',U$S 42.000, Cofico ,1,1,sin datos
b'Sonoma Ribera \xe2',U$S 70.000, General Paz ,1,2,55
b'VENTA- 2 dormit',U$S 125.000, Nueva Córdoba ,2,1,sin datos
b'VENDO DPTO ALBE',U$S 38.000, Alto Alberdi ,1,1,42
b'Excelente Piso ',U$S 598.000, Nueva Córdoba ,3,4,1
"b'Centro,  27 de '",U$S 35.000, Alberdi ,1,1,40
b'GRAL.PAZ-2DORM-',U$S 85.000, General Paz ,2,2,sin datos
b'Venta dpto de C',U$S 120.000, General Paz ,2,1,75
b'Gral Paz. SUPER',U$S 48.000, General Paz ,1,1,47
b'VENDO DEPARTAME',U$S 33.000, Alberdi ,1,1,sin datos
"b'Regam Pilay 3, '",U$S 58.000, Providencia ,2,1,sin datos
b'ALBERDI- AVELLA',U$S 75.000, Alberdi ,2,1,sin datos
b'COFICO- 1 DORM-',U$S 55.000, Cofico ,1,1,42
b'COFICO- Excelen',consultar, Cofico ,1,1,sin datos
b'EXCELENTE OPORT',U$S 26.500, Alberdi ,1,1,35
b'GENERAL PAZ- SE',U$S 70.000, General Paz ,1,2,sin datos
"b'Alta Cordoba,  '",U$S 41.000, Alta Córdoba ,1,1,sin datos
b'DEPARTAMENTO Y ',U$S 140.000,sin ubicacion,1,2,sin datos
b'VENDOO! UNICO!!',U$S 269.000, Nueva Córdoba ,2,2,sin datos
b'VENTA 1 DORMITO',U$S 65.000, Nueva Córdoba ,1,1,42
b'OPORTUNIDAD! SO',U$S 110.000, Nueva Córdoba ,2,2,sin datos
b'D\xc3\xbaplex de tres',U$S 170.000, Arguello ,3,3,sin datos
b'Precio de Venta',U$S 42.000, Guemes ,1,1,50
b'CA\xc3\x91ITAS RONDEA',U$S 120.000, Nueva Córdoba ,1,1,sin datos
b'VENDO- DPTO EST',U$S 65.000, Guemes ,1,1,45
b'DUPLEX EN VENTA',U$S 195.000, Greenville 2 ,3,3,sin datos
b'FRENTE A LA PLA',U$S 82.000, Alta Córdoba ,2,1,71
b'DUPLEX- MIRADOR',U$S 120.000, Miradores de Manantiales ,3,2,sin datos
b'VENTA- 3 dormit',U$S 190.000, Centro ,3,3,sin datos
b'Nva Cba- Semi P',U$S 170.000, Nueva Córdoba ,3,2,117
b'Catalina 8- Ult',U$S 66.000, Nueva Córdoba ,1,1,56
b'SONOMA 8- Oport',consultar, General Paz ,1,1,47
b'SONOMA 8- PRE V',consultar, General Paz ,2,1,65
b'PISO EN VENTA N',consultar, Nueva Córdoba ,4,3,182
b'OPORTUNIDAD!! S',U$S 105.000, Centro ,3,2,170
b'Balcones de Vie',U$S 75.000, Alberdi ,2,2,75
b'Departamento de',U$S 100.000, Quebrada de las Rosas ,1,1,sin datos
b'Amplio Monoambi',consultar, Guemes ,Monoambiente,1,40
b'Alberdi  /  /  ',consultar, Alberdi ,1,1,45
b'HERMOSO DUPLEX ',U$S 105.000, Manantiales ,3,3,110
"b'DEPTO 1 DOR,  O'",U$S 52.000, Centro ,1,1,sin datos
b'Departamento de',U$S 35.000, Alto Verde ,1,1,sin datos
b'B\xc2\xb0 CENTRO- EXC',U$S 160.000, Centro ,3,3,sin datos
b'DUPLEX A ESTREN',U$S 79.000, Villa Allende Parque ,2,2,sin datos
b'VENDE DPTO 1 DO',U$S 80.000, Nueva Córdoba ,1,1,42
b'DEPARTAMENTO EN',U$S 72.000, Centro ,1,2,sin datos
b'DEPARTAMENTO EN',U$S 68.000, Centro ,1,1,sin datos
b'VENDO BARRIO GE',U$S 56.000, General Paz ,2,2,90
b'VENDO / LIQUIDO',U$S 54.000, Centro ,1,1,42
b'DUE\xc3\x91O DIRECTO-',U$S 175.000, Nueva Córdoba ,2,1,90
b'DEPTO. FRENTE 6',U$S 75.000, General Paz ,1,1,64
b'GREENVILLE 2- C',U$S 152.000, Greenville 2 ,3,2,sin datos
"b'1 Dorm y medio,'",U$S 77.000, Nueva Córdoba ,2,1,64
b'DEPARTAMENTO EN',U$S 50.000, Nueva Córdoba ,1,1,sin datos
b'VENTA SOBRE DUA',U$S 45.000, Alto Alberdi ,1,1,sin datos
b'VENDO DEPARTAME',U$S 37.500, Centro ,1,1,36
b'Duplex dentro d',U$S 45.000, Residencial San Carlos ,3,2,10
b'VENTA DPTO 1 DO',U$S 57.000, Cofico ,1,1,45
b'GNI VENTA 1 DOR',U$S 59.900, General Paz ,1,1,50
b'DUE\xc3\x91O VENDE DI',U$S 55.000, Centro ,1,sin datos,45
b'El m\xc3\xa1s lindo d',U$S 52.000, General Paz ,1,1,55
b'OPORTUNIDAD DE ',U$S 35.900, Centro ,1,1,54
b'HERMOSO DPTO NU',U$S 69.000, Nueva Córdoba ,1,1,40
b'Semipiso de Cat',U$S 230.000, General Paz ,3,3,165
b'Departamento Ve',U$S 32.500, Providencia ,1,1,40
b'VENTA DEPARTAME',U$S 36.900, General Paz ,Monoambiente,1,37
b'VENTA DPTO PJE ',U$S 45.000, Centro ,1,1,sin datos
b'VALLE ESCONDIDO',U$S 200.000, Valle Escondido ,2,2,sin datos
b'Dpto de categor',U$S 175.000, Centro ,3,2,sin datos
b'B Gral Paz Dto.',U$S 60.000, General Paz ,1,1,52
b'1 DORMITORIO CO',U$S 100.000, Nueva Córdoba ,1,2,54
b'1 DORM C / BALC',U$S 73.000, Nueva Córdoba ,1,1,45
b'Departamento Im',U$S 55.000, General Paz ,1,1,45
b'Un Dormitorio. ',U$S 48.500, Centro ,1,1,sin datos
b'DEPTO 2 DOR- NV',U$S 93.000, Nueva Córdoba ,2,2,sin datos
b'Dpto de 3 Dormi',U$S 85.000, Balcones del Chateu ,3,1,sin datos
b'AMPLIO DEPARTAM',U$S 135.000, Nueva Córdoba ,2,2,sin datos
"b'V\xc3\xa9lez S. 1434,'",U$S 44.000, Nueva Córdoba ,1,1,54
"b'BETANIA PLAZA, '",U$S 85.000, Nueva Córdoba ,1,1,56
b'DPTO 2 DOR- MON',U$S 29.000, Alto Alberdi ,2,1,sin datos
b'NUEVA CBA. EXCE',U$S 250.000, Nueva Córdoba ,3,3,214
b'Departamento de',U$S 49.500, Guemes ,1,1,sin datos
b'DEPARTAMENTO DE',U$S 60.000, General Paz ,1,1,sin datos
b'Vendo Triplex d',U$S 185.000, Villa Belgrano ,2,3,sin datos
b'VENDO COMPLEJO ',U$S 115.000, Pueyrredon ,1,3,sin datos
b'VENDO B\xc2\xba CENTR',U$S 48.000, Centro ,1,1,sin datos
b'VENDO A ESTRENA',U$S 54.000, Alberdi ,1,1,40
b'VENDO A ESTRENA',U$S 40.000, Providencia ,1,1,44
b'VENDO DPTO 1 DO',U$S 51.500, Alberdi ,1,1,40
b'ALTO ALBERDI 1 ',U$S 45.000, Alto Alberdi ,1,1,40
b'VENDO DPTO ATRA',U$S 105.500, Avenida ,2,2,65
b'HERMOSO DPTO EN',U$S 45.000, Centro ,Monoambiente,1,sin datos
b'ALTO ALBERDI VE',U$S 35.000, Alto Alberdi ,1,1,40
b'VENDO COMPLEJO ',U$S 240.000, Pueyrredon ,1,sin datos,300
b'Opera luxury',U$S 59.000, Bajo Palermo ,1,1,42
"b'Nva Cba,  Excel'",U$S 53.000, Nueva Córdoba ,1,1,52
b'Externo con bal',U$S 62.000, Nueva Córdoba ,1,1,42
b'Bv Illia y Para',U$S 79.500, Nueva Córdoba ,1,1,55
b'Ctro.Chacabuco1',U$S 62.000, Centro ,2,1,56
b'Nva Cba Av Yrig',U$S 58.000, Nueva Córdoba ,1,1,54
b'DEPARTAMENTO EN',U$S 92.000, Nueva Córdoba ,2,1,85
b'Ctro. zona Trib',U$S 36.000, Centro ,1,1,38
b'Ctro- Torre c /',U$S 59.000, Centro ,1,1,55
b'Centro Col\xc3\xb3n 3',U$S 35.000, Centro ,1,1,40
"b'Casagrande,  Ba'",U$S 165.000, Jardín ,2,2,sin datos
b'Chacabuco 1100 ',U$S 59.000, Nueva Córdoba ,1,sin datos,55
b'Terrazas de OHi',consultar, Jardín ,1,1,sin datos
b'San Ignacio Vil',U$S 110.000, San Ignacio ,3,2,sin datos
b'\xe2\x98\x85ESCRITURA IN',U$S 125.000, General Paz ,1,1,60
b'\xe2\x98\x85ESCRITURA IN',U$S 165.000, General Paz ,2,2,122
b'Departamento co',consultar, Valle Escondido ,3,2,246
b'Departamentos 2',U$S 185.000, Valle Escondido ,2,2,120
b'B\xc2\xb0 NVA CORDOBA',U$S 58.000, Nueva Córdoba ,1,sin datos,sin datos
b'B\xc2\xb0 NVA CORDOBA',U$S 150.000, Nueva Córdoba ,3,2,sin datos
b'Livette Chateau',U$S 188.000, Quebrada de las Rosas ,2,1,111
b'B\xc2\xb0 NVA CBA. SA',U$S 125.000, Nueva Córdoba ,3,2,sin datos
b'B\xc2\xb0 DOCTA. OLME',U$S 110.000, Docta Urbanización Inteligente ,3,2,sin datos
b'B\xc2\xba LOMAS DEL C',U$S 105.000, Chateau Carreras ,3,2,sin datos
b'OPORTUNIDAD TER',U$S 48.000, Altos de Villa Sol ,1,1,sin datos
b'VENTA DPTO- GRA',U$S 45.000, Pueyrredon ,1,1,sin datos
b'VENDO DPTO GRAL',U$S 39.000, General Paz ,1,1,sin datos
b'VENDO DPTO GRAL',U$S 36.500, General Paz ,1,1,sin datos
b'GRAL PAZ- Balco',U$S 170.000, General Paz ,2,2,sin datos
b'B\xc2\xba CENTRO. COR',U$S 85.000, Centro ,2,1,sin datos
b'B\xc2\xb0 CENTRO. DEP',U$S 65.000, Centro ,3,2,sin datos
b'CHACABUCO AL 10',U$S 75.000, Centro ,2,1,sin datos
b'B\xc2\xba CENTRO. COL',U$S 160.000, Centro ,4,sin datos,sin datos
b'VENDO DPTO 2 DO',U$S 75.000, Centro ,2,2,sin datos
b'B\xc2\xb0 CENTRO. COR',U$S 40.000, Centro ,sin datos,1,sin datos
b'B\xc2\xb0 CENTRO. MON',U$S 37.000, Centro ,1,1,sin datos
b'B\xc2\xba ALTO ALBERD',U$S 53.000, Alto Alberdi ,2,sin datos,sin datos
b'B\xc2\xba ALTO ALBERD',U$S 28.500, Alto Alberdi ,1,sin datos,sin datos
b'A ESTRENAR 1 DO',U$S 85.000, Nueva Córdoba ,1,1,sin datos
b'VENTA 1 DORM BA',U$S 75.000, Nueva Córdoba ,1,1,sin datos
b'B\xc2\xb0 NVA CBA VEN',U$S 105.000, Nueva Córdoba ,2,1,sin datos
b'VENTA DPTO NVA ',U$S 47.000, Nueva Córdoba ,1,1,sin datos
b'TORRE REGGIA 06',consultar, Nueva Córdoba ,2,2,76
b'Venta Depto 1 D',U$S 68.000, Nueva Córdoba ,1,1,sin datos
b'DPTO EN VENTA N',U$S 160.000, Nueva Córdoba ,2,2,sin datos
b'B\xc2\xb0 NVA CBA. IT',U$S 110.000, Nueva Córdoba ,2,2,sin datos
b'NVA CBA. SALGUE',U$S 82.000, Nueva Córdoba ,1,1,sin datos
b'VENTA DPTO GRAL',U$S 40.000, General Paz ,1,1,sin datos
b'VENTA DPTO 2 DO',U$S 105.000, Nueva Córdoba ,2,1,sin datos
b'VENTA DPTO NVA ',U$S 54.000, Nueva Córdoba ,1,1,sin datos
b'B\xc2\xb0 NVA CBA. AM',U$S 52.000, Nueva Córdoba ,1,1,sin datos
b'VENDO DPTO NVA ',U$S 50.000, Nueva Córdoba ,1,1,sin datos
b'Torre Reggia 4-',U$S 125.000, Nueva Córdoba ,2,2,sin datos
b'VENTA DPTO NVA ',U$S 89.000, Nueva Córdoba ,2,1,sin datos
b'2 DORMITORIOS C',U$S 97.000, Centro ,2,1,sin datos
b'B\xc2\xb0 NVA CORDOBA',U$S 69.000, Nueva Córdoba ,1,1,sin datos
b'Nueva C\xc3\xb3rdoba ',U$S 175.800, Nueva Córdoba ,2,3,82
b'B\xc2\xb0 NVA CBA. BV',U$S 55.000, Centro ,1,1,sin datos
b'VENTA DPTO NUEV',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'VENDO DPTO 2 DO',U$S 88.000, Nueva Córdoba ,2,1,sin datos
b'Nueva C\xc3\xb3rdoba ',U$S 150.857, Nueva Córdoba ,2,1,67
b'Nueva C\xc3\xb3rdoba ',U$S 195.300, Nueva Córdoba ,2,2,81
b'Nueva C\xc3\xb3rdoba ',U$S 144.428, Nueva Córdoba ,1,2,sin datos
b'Nueva C\xc3\xb3rdoba ',U$S 163.366, Nueva Córdoba ,2,3,76
b'B\xc2\xb0 NVA CBA A M',U$S 85.000, Nueva Córdoba ,2,1,sin datos
b'VENDO DUPLEX.SA',U$S 80.000, Nueva Córdoba ,1,1,sin datos
b'VENDO DPTO 1 DO',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'VENDO DPTO GENE',U$S 65.000, General Paz ,1,2,sin datos
b'VENDO DPTO EN G',U$S 63.000, General Paz ,1,1,sin datos
b'VENDO DPTO EN G',U$S 60.000, General Paz ,1,1,sin datos
b'VENDO DPTO EN G',U$S 64.000, General Paz ,1,1,sin datos
b'VENDO DPTO EN G',U$S 58.000, General Paz ,1,1,sin datos
b'VENDO DPTO EN G',U$S 63.000, General Paz ,1,1,sin datos
b'B\xc2\xb0 NVA CBA.SAN',U$S 62.000, Nueva Córdoba ,1,1,sin datos
b'VENDO DPTO A ES',U$S 62.000, Guemes ,1,1,sin datos
b'VENDO DPTO NVA ',U$S 105.000, Nueva Córdoba ,3,2,sin datos
b'Torre Reggia 06',consultar, Nueva Córdoba ,1,1,67
b'VENDO DUPLEX NV',U$S 61.500, Nueva Córdoba ,1,1,sin datos
b'B\xc2\xb0 NVA CBA. TO',U$S 85.000, Nueva Córdoba ,1,1,sin datos
b'VENTA DPTO A ES',U$S 55.000, Guemes ,1,1,sin datos
b'Edificio Naranj',U$S 57.000, General Paz ,1,1,46
b'Nueva C\xc3\xb3rdoba ',U$S 80.000, Nueva Córdoba ,1,1,50
b'Nueva C\xc3\xb3rdoba ',U$S 73.500, Nueva Córdoba ,1,1,55
b'B\xc2\xbaGRAL PAZ- AV',U$S 55.000, General Paz ,1,1,57
b'VENTA DEPARTAME',U$S 54.000, Nueva Córdoba ,1,1,70
b'Semi piso a est',U$S 119.600, General Paz ,2,2,sin datos
b'Departamento en',U$S 85.500, Manantiales ,1,1,sin datos
b'VENDO DEPTO 1 D',U$S 55.000, General Paz ,1,1,45
b'Hermoso Dpto. e',U$S 61.000, General Paz ,1,1,46
b'HERMOSO DEPTO- ',U$S 50.000, Alto Alberdi ,1,1,sin datos
b'VENDO DEPTO DE ',U$S 88.000, General Paz ,2,1,74
b'IMPERDIBLE DPTO',U$S 102.000, Las Flores ,2,1,85
b'Dpto. en venta ',U$S 330.000, Nueva Córdoba ,3,3,sin datos
b'EXCELENTE DPTO-',U$S 24.000, General Bustos ,1,1,sin datos
b'GRAN OPORTUNIDA',U$S 110.000, Manantiales ,3,2,140
b'HERMOSO DUPLEX ',U$S 140.000, Nuevo Urca ,3,2,sin datos
b'EXCELENTE MONOA',U$S 35.000, Centro ,1,1,sin datos
b'OP INVERSI\xc3\x93N- ',U$S 150.000,sin ubicacion,2,1,sin datos
b'B\xc2\xba COFICO- DPT',U$S 80.000, Cofico ,2,2,sin datos
b'EXCELENTE DPTO-',U$S 50.000, Alta Córdoba ,2,1,sin datos
b'DPTO 1DORM CENT',U$S 40.000, Centro ,1,1,40
b'EXCELENTE DPTO ',U$S 40.000, San Martin ,3,1,50
b'HERMOSO DPTO 1 ',U$S 51.000, Cofico ,1,1,sin datos
b'EXCELENTE DUPLE',U$S 70.000, Talleres Este ,2,2,87
b'2 DPTOS- CON RE',U$S 28.000, Ituzaingo ,2,1,250
b'DEPARTAMENTO 2 ',U$S 24.900, San Vicente ,2,1,sin datos
b'EXCELENTE DPTO-',U$S 32.000,sin ubicacion,1,1,sin datos
b'DUPLEX EN VENTA',U$S 67.000, Villa Carlos Paz ,2,1,sin datos
b'DPTO A ESTRENAR',U$S 58.000, General Paz ,1,1,48
b'Alumine 23 *D\xc3\xba',U$S 36.340, Pueyrredon ,1,1,60
b'Dpto.1 Dor. y M',U$S 68.000, Nueva Córdoba ,2,2,64
b'DEPTO. 1 DORM E',U$S 75.000, Nueva Córdoba ,1,1,sin datos
b'SE VENDE AMPLIO',U$S 65.000, Centro ,1,1,55
b'OP INVERSION- H',U$S 55.000, Centro ,2,1,sin datos
b'DPTO 2 DORM- IN',U$S 35.000, Talleres Este ,2,1,sin datos
b'PACIFICO VALLE ',U$S 180.000, Valle Escondido ,2,sin datos,87
b'A ESTRENARRR A ',U$S 62.000, Centro ,1,1,45
b'DEPARTAMENTO 2 ',U$S 16.000, Villa Corina ,2,1,sin datos
b'OP INVERSION- 3',U$S 77.000, Jardín Claret ,sin datos,3,sin datos
b'DEPARTAMENTO 1 ',U$S 40.000, San Fernando ,1,1,sin datos
b'Ca\xc3\xb1ada 2 dormi',U$S 62.000, Centro ,2,2,sin datos
b'VENTA DE DEPART',U$S 75.000,sin ubicacion,2,1,80
b'VENTA DEPARTAME',U$S 74.000, San Rafael ,2,1,75
b'COMPLEJO BALCON',U$S 62.250, Villa Belgrano ,1,1,50
b'B\xc2\xb0 Departament',U$S 25.000, Juniors ,Monoambiente,1,25
"b'B\xc2\xb0 PUEYRREDON,'",consultar, General Paz ,2,1,sin datos
b'B Quintas de Ar',U$S 160.000, Quintas de Arguello ,3,3,sin datos
"b'B GRAL PAZ,  EX'",U$S 110.000, General Paz ,2,2,sin datos
b'B\xc2\xb0 San Mart\xc3\xadn',U$S 45.000, San Martin ,2,1,sin datos
b'Venta B Alto Al',U$S 32.000, Alto Alberdi ,1,1,sin datos
b'VENDO DPTO DE 1',U$S 80.000, Nueva Córdoba ,1,1,50
"b'B Alto Alberdi,'",U$S 70.000, Alto Alberdi ,2,2,sin datos
"b'B Gral Paz,  Du'",U$S 120.000, General Paz ,1,2,sin datos
"b'B Alto Alberdi,'",U$S 32.000, Alto Alberdi ,1,1,sin datos
"b'B San Martin,  '",U$S 35.000, Lomas de San Martín ,1,1,sin datos
b'ALBERDI| UN DOR',U$S 25.000, Observatorio ,1,1,88
b'Departamento 3 ',U$S 80.000, Balcones del Chateu ,3,sin datos,sin datos
b'CENTRO- 3 DORMI',U$S 62.000, Centro ,3,sin datos,sin datos
b'ATENCION INVERS',U$S 29.000, Cofico ,1,sin datos,sin datos
b'Prados de Manan',U$S 115.000, Manantiales ,3,2,sin datos
b'DEPARTAMENTO EN',consultar, Centro ,1,1,45
b'ALBERDI| TRES D',U$S 49.000, Alberdi ,3,2,2
b'DUPLEX EN VENTA',U$S 75.000, San Ignacio ,2,1,88
b'DEPARTAMENTO A ',U$S 52.000, General Paz ,1,1,sin datos
b'GENERAL PAZ- 1 ',U$S 35.000, General Paz ,1,1,44
b'OPORTUNIDAD- DU',U$S 73.000, Docta Urbanización Inteligente ,2,1,sin datos
b'VENDO DEPARTAME',U$S 30.200, San Martin ,1,1,40
b'DEPARTAMENTO DE',U$S 33.500, Centro ,1,1,sin datos
b'DUPLEX EN LA DO',U$S 105.000, Centro ,3,2,sin datos
"b'VENTA,  OPORTUN'",U$S 70.000, Guemes ,3,2,1
b'DPTO VENTA 2 DO',U$S 35.000, Alberdi ,2,1,sin datos
b'** Se Vende 1d ',U$S 39.000, General Paz ,1,1,43
b'**Alagia Bienes',U$S 57.500, Centro ,1,sin datos,45
b'Parana Esq Illi',U$S 60.000, Nueva Córdoba ,1,1,sin datos
b'Hermoso departa',U$S 77.000, Centro ,3,sin datos,sin datos
b'Departamento ex',U$S 80.000, Centro ,2,1,sin datos
b'Frente Con Balc',U$S 82.150, Cofico ,2,1,71
b'Departamento c ',U$S 47.000, Cofico ,1,1,40
b'3 Dorm. Frente ',U$S 93.800, Cofico ,3,2,84
b'A metros Plaza ',U$S 46.250, Cofico ,1,2,40
b'Cofico terraza ',U$S 79.000, Cofico ,2,2,70
b'Compra un depar',U$S 65.000, General Paz ,1,1,63
b'CENTRO- Mono am',U$S 25.000, Centro ,1,1,sin datos
b'CENTRO Departam',U$S 28.000, Centro ,1,1,sin datos
b'DEPTO 1 DORM- C',U$S 85.500, Manantiales ,1,1,sin datos
b'D\xc3\x9aPLEX EN POZO',U$S 100.000, Colinas de Manantiales ,3,3,sin datos
b'1 dorm- Frente ',U$S 43.000, Pueyrredon ,1,sin datos,43
b'DEPTO 1 DORMITO',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'OPORTUNIDAD INV',consultar, Manantiales ,2,2,sin datos
b'CA\xc3\x91UELAS CHICO',U$S 190.000, Cañuelas ,3,3,sin datos
b'Venta Departame',U$S 55.000, San Martin ,3,1,sin datos
b'DEPARTAMENTOS E',U$S 75.000, Nueva Córdoba ,2,1,sin datos
b'Departamento en',U$S 43.000, Alta Córdoba ,1,1,sin datos
b'Oportunidad Dep',U$S 23.000, Ipona ,1,1,sin datos
b'Departamento en',U$S 67.000, Nueva Córdoba ,1,1,sin datos
b'Departamento en',U$S 43.000, Cofico ,1,1,sin datos
b'Departamento en',U$S 45.000, Alberdi ,1,1,sin datos
b'Departamento en',U$S 50.000, Cofico ,1,1,sin datos
b'Departamento en',U$S 55.000, Alto Alberdi ,1,1,sin datos
b'Departamento en',U$S 39.000, Alberdi ,1,1,sin datos
b'Departamento en',U$S 45.000, Cofico ,2,1,sin datos
b'Departamento en',U$S 65.000, General Paz ,2,1,sin datos
b'Departamento en',U$S 42.000, Cofico ,1,1,sin datos
b'Duplex en Venta',U$S 99.000, Manantiales ,3,3,sin datos
b'Depto 1 dor Fre',U$S 56.000, Cofico ,1,1,sin datos
b'Depto 1 Dor Bv ',U$S 55.000, Centro ,1,1,sin datos
b'Nva Cba. Av Pue',U$S 125.000, Nueva Córdoba ,2,2,76
b'NUEVA CORDOBA A',U$S 125.000, Nueva Córdoba ,1,2,sin datos
b'Un dormitorio g',U$S 68.600, Nueva Córdoba ,1,1,61
b'Villa Belgrano-',U$S 145.000, Villa Belgrano ,2,2,sin datos
b'Semipiso con BA',U$S 440.000, Nueva Córdoba ,3,4,sin datos
b'Nueva C\xc3\xb3rdoba-',U$S 99.900, Nueva Córdoba ,3,2,sin datos
b'EXC DPTO DE CAT',U$S 110.000, Nueva Córdoba ,1,2,sin datos
b'B\xc2\xba GRAL PAZ- O',U$S 69.000, General Paz ,2,2,sin datos
b'DEPARTAMENTO EN',U$S 32.000,sin ubicacion,1,1,sin datos
b'DEPARTAMENTO EN',U$S 160.000, Jardín ,2,2,sin datos
b'Departamento en',U$S 140.000, Don Bosco ,2,2,sin datos
b'DUPLEX A LA VEN',U$S 180.000, Chacra del Sur ,3,2,sin datos
b'COFICO. AVELLAN',U$S 42.000, Cofico ,2,1,48
b'Nva Cba Indepen',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'ALTA CORDOBA 1 ',U$S 34.500, Alta Córdoba ,1,1,42
b'VENTA DPTO 2 DO',U$S 65.000, Cofico ,2,1,sin datos
b'Departamento tr',U$S 170.000, Nueva Córdoba ,3,3,sin datos
b'Departamento un',U$S 45.000, Alberdi ,1,1,sin datos
b'Vendo Departame',U$S 540.000, Nueva Córdoba ,3,4,sin datos
b'Nueva C\xc3\xb3rdoba ',U$S 160.000, Nueva Córdoba ,2,2,sin datos
b'Nueva C\xc3\xb3rdoba ',U$S 78.360, Nueva Córdoba ,1,1,sin datos
b'Nueva C\xc3\xb3rdoba ',U$S 170.000, Nueva Córdoba ,2,2,sin datos
b'B\xc2\xba NUEVA CORDO',U$S 42.000, Nueva Córdoba ,1,1,sin datos
b'B\xc2\xbaPUEYRREDON- ',U$S 43.000, Amp. Pueyrredón ,1,1,sin datos
b'Nva Cba Derqui ',U$S 75.000, Nueva Córdoba ,1,1,sin datos
b'cofico estrenar',U$S 46.000, Cofico ,1,1,sin datos
b'VENTA DUPLEX HO',U$S 58.000, Manantiales ,2,2,sin datos
b'Departamento 1 ',U$S 35.000, Nueva Córdoba ,1,1,sin datos
b'DEPTO PREMIUM E',U$S 115.000, Costas de Manantiales ,2,2,sin datos
b'VENDO HERMOSO D',U$S 42.000, Alberdi ,1,1,sin datos
b'DUPLEX EN VENTA',U$S 165.000, Manantiales ,3,3,sin datos
b'Centro- Categor',U$S 115.000, Centro ,2,2,sin datos
b'DEPARTAMENTO- 1',U$S 69.143, Alta Córdoba ,1,2,82
b'Oportunidad Ven',U$S 79.900, General Paz ,1,1,50
b'Dpto categor\xc3\xada',U$S 120.000, Jardín Claret ,2,1,sin datos
b'Venta 1 dorm en',U$S 88.000, Nueva Córdoba ,1,1,sin datos
b'Nueva C\xc3\xb3rdoba ',U$S 73.780, Nueva Córdoba ,1,1,sin datos
b'Dpto 2 dorm. Av',U$S 120.000, Nueva Córdoba ,2,2,sin datos
b'DEPARTAMENTO EN',U$S 108.000, Villa Allende Parque ,2,1,sin datos
b'Rosario de Sant',U$S 55.000, General Paz ,1,1,40
b'DEPARTAMENTO EN',U$S 47.000, Nueva Córdoba ,1,1,sin datos
b'Nueva C\xc3\xb3rdoba ',U$S 225.000, Nueva Córdoba ,3,3,sin datos
b'Torre con Pilet',U$S 80.000, Nueva Córdoba ,1,1,55
b'Venta departame',U$S 42.000, Centro ,2,1,sin datos
b'DEPARTAMENTO EN',U$S 95.000, Manantiales ,2,2,sin datos
b'VENTA DEPTO 2 D',U$S 119.900, Alto Alberdi ,2,1,94
b'A ESTRENAR FREN',U$S 57.000, General Paz ,1,1,sin datos
b'ALBERDI Shoppin',U$S 37.000, Alberdi ,1,1,sin datos
b'VENTA HERMOSO D',U$S 135.000, Manantiales ,2,1,sin datos
b'DUPLEX EN VENTA',U$S 190.000,sin ubicacion,3,3,sin datos
b'DUPLEX DE CATEG',U$S 185.000, Greenville 2 ,3,3,sin datos
b'DUPLEX EN VENTA',U$S 96.000, Manantiales ,3,2,sin datos
b'OPORTUNIDAD DEP',U$S 38.500, Nueva Córdoba ,1,1,sin datos
b'Vendo Departame',U$S 23.000, Alberdi ,Monoambiente,1,sin datos
b'NOBU HOUSING \xe2\x80',U$S 84.000, Docta Urbanización Inteligente ,2,2,sin datos
b'OPORTUNIDAD Alt',U$S 109.000, Chateau Carreras ,3,2,sin datos
b'IMPERDIBLE!! EQ',U$S 73.500, San Francisco ,1,1,45
b'OPORTUNIDAD VEN',U$S 77.000, Nueva Córdoba ,1,1,sin datos
b'Depto 1 dorm. a',U$S 35.000, Alto Alberdi ,1,1,sin datos
b'DEPARTAMENTOS E',U$S 49.000, Alto Alberdi ,1,1,sin datos
b'Depto 2 dormito',U$S 31.500, Alto Alberdi ,2,1,sin datos
b'VENDO Nva Nba V',U$S 46.000, Nueva Córdoba ,1,1,44
b'DEPARTAMENTO EN',U$S 58.000, Nueva Córdoba ,sin datos,1,sin datos
b'Departamento ve',U$S 50.000, Villa Cabrera ,3,1,sin datos
b'B\xc2\xb0 Gral. Paz E',consultar, General Paz ,1,1,sin datos
